unvocalized,vocalized,jamid,root
قسم,قَسَمَ,1,قسم
طرس,طَرَسَ,0,طرس
لفت,لَفِتَ,0,لفف
نغز,نَغَزَ,0,نغز
سرب,سَرِبَ,1,سرب
طرف,طَرَفَ,0,طرف
خبط,خَبَطَ,1,خبط
طرد,طَرَدَ,0,طرد
طمس,طَمَسَ,0,طمس
صدم,صَدَمَ,0,صدم
طبع,طَبِعَ,0,طبع
ضمد,ضَمِدَ,0,ضمد
يسر,يَسِرَ,0,يسر
طفح,طَفَحَ,0,طفح
سرج,سَرِجَ,0,سرج
سرح,سَرَحَ,0,سرح
زعج,زَعِجَ,0,زعج
قصر,قَصِرَ,0,قصر
زلج,زَلِجَ,0,زلج
فعم,فَعَمَ,0,فعم
سحت,سَحَتَ,0,سحح
سكر,سَكِرَ,0,سكر
زيل,زَيِلَ,0,زيل
زور,زَوِرَ,0,زور
قلص,قَلِصَ,0,قلص
ربح,رَبِحَ,0,ربح
رهن,رَهَنَ,0,وره
صخر,صَخِرَ,1,صخر
غلف,غَلِفَ,1,غلف
نفط,نَفِطَ,0,نفط
حجز,حَجَزَ,0,حجز
برش,بَرِشَ,0,برش
زقف,زَقَفَ,0,زقف
سحق,سَحِقَ,0,سحق
دله,دَلَهَ,0,دلو
خفر,خَفَرَ,0,خفر
جبه,جَبَهَ,0,جبب
خزن,خَزِنَ,0,خزز
خصم,خَصِمَ,0,خصم
فلج,فَلِجَ,0,فلج
زلع,زَلَعَ,0,زلع
سرع,سَرِعَ,0,سرع
عطس,عَطَسَ,0,عطس
زهد,زَهِدَ,0,زهد
سلم,سَلِمَ,1,سلم
صفد,صَفَدَ,1,صفد
سهد,سَهِدَ,0,سهد
رهق,رَهِقَ,0,رهق
سمن,سَمِنَ,0,سمو
روق,رَوِقَ,0,روق
فرض,فَرَضَ,0,فرض
حذق,حَذَقَ,0,حذق
يتم,يَتَمَ,0,يتم
عذق,عَذَقَ,0,عذق
مدح,مَدَحَ,0,مدح
نطف,نَطَفَ,0,نطف
نمل,نَمِلَ,0,نمل
نحل,نَحِلَ,0,نحل
سلس,سَلِسَ,0,سلس
هدب,هَدَبَ,0,هدب
ذبر,ذَبِرَ,0,ذبر
سكف,سَكِفَ,0,سكف
عطف,عَطَفَ,0,عطف
زهق,زَهَقَ,0,زهق
سنح,سَنَحَ,0,سنح
زبن,زَبَنَ,0,زبي
قرع,قَرِعَ,0,قرع
جنح,جَنَحَ,1,جنح
نهل,نَهِلَ,0,نهل
عبر,عَبِرَ,0,عبر
قرح,قَرَحَ,0,قرح
ضرع,ضَرَعَ,0,ضرع
سبط,سَبِطَ,0,سبط
سعد,سَعِدَ,0,سعد
عزل,عَزَلَ,0,عزل
زرق,زَرِقَ,0,زرق
حصب,حَصَبَ,0,حصب
شحم,شَحِمَ,0,شحم
سفد,سَفَدَ,0,سفد
زرف,زَرِفَ,0,زرف
عدم,عَدِمَ,0,عدم
خزف,خَزَفَ,1,خزف
عرق,عَرِقَ,1,عرق
ضرط,ضَرَطَ,0,ضرط
فتق,فَتِقَ,0,فتق
قصد,قَصَدَ,0,قصد
ضرب,ضَرَبَ,0,ضرب
ملك,مَلَكَ,0,ملل
ضرس,ضَرِسَ,0,ضرس
سجد,سَجِدَ,0,سجد
زلق,زَلَقَ,0,زلق
زرع,زَرَعَ,0,زرع
هبط,هَبَطَ,0,هبط
ضرس,ضَرَسَ,0,ضرس
قرب,قَرِبَ,1,قرب
شوس,شَوِسَ,0,شوس
عثر,عَثَرَ,0,عثر
سخن,سَخِنَ,0,سخخ
زعل,زَعِلَ,0,زعل
سخر,سَخَرَ,0,سخر
سدر,سَدِرَ,0,سدر
زغب,زَغِبَ,0,زغب
سحر,سَحَرَ,1,سحر
نغل,نَغِلَ,0,نغل
ختن,خَتَنَ,0,ختت
فخذ,فَخَذَ,0,فخذ
صدف,صَدِفَ,1,صدف
جهم,جَهِمَ,0,جهم
برع,بَرِعَ,0,برع
سطع,سَطَعَ,0,سطع
زمر,زَمَرَ,0,زمر
عجن,عَجِنَ,0,عوج
نطح,نَطَحَ,0,نطح
كلح,كَلَحَ,0,كلح
لدغ,لَدَغَ,0,لدغ
زبل,زَبَلَ,1,زبل
جلد,جَلَدَ,0,جلد
سفن,سَفَنَ,0,سفف
سفح,سَفَحَ,0,سفح
سعف,سَعَفَ,0,سعف
دعر,دَعِرَ,0,دعر
زمج,زَمِجَ,0,زمج
زخر,زَخَرَ,0,زخر
صرع,صَرَعَ,0,صرع
فرج,فَرَجَ,0,فرج
فدغ,فَدَغَ,0,فدغ
غلف,غَلَفَ,1,غلف
فرج,فَرِجَ,0,فرج
صبر,صَبَرَ,0,صبر
فدع,فَدِعَ,0,فدع
لعج,لَعَجَ,0,لعج
غمز,غَمَزَ,0,غمز
فصح,فَصَحَ,0,فصح
جلس,جَلَسَ,0,جلس
هضب,هَضَبَ,0,هضب
رشح,رَشِحَ,0,رشح
عته,عَتِهَ,0,عتت
مغط,مَغَطَ,0,مغط
فتن,فَتَنَ,0,فتت
ظلع,ظَلَعَ,1,ظلع
قدر,قَدَرَ,0,قدر
قحط,قَحَطَ,0,قحط
رحب,رَحِبَ,0,رحب
عمل,عَمِلَ,0,عمل
فحص,فَحَصَ,0,فحص
درع,دَرَعَ,0,درع
دهر,دَهَرَ,1,دهر
قلع,قَلَعَ,1,قلع
لقف,لَقِفَ,0,لقف
كرع,كَرِعَ,0,كرع
قمص,قَمَصَ,0,قمص
عوز,عَوِزَ,0,عوز
صهر,صَهَرَ,1,صهر
فطح,فَطَحَ,0,فطح
فطر,فَطَرَ,0,فطر
شرب,شَرِبَ,0,شرب
ضجع,ضَجَعَ,0,ضجع
غفق,غَفَقَ,0,غفق
فصل,فَصَلَ,0,فصل
فرح,فَرِحَ,0,فرح
فرس,فَرَسَ,0,فرس
غمق,غَمِقَ,0,غمق
عبث,عَبَثَ,0,عبث
قمط,قَمَطَ,0,قمط
لثم,لَثَمَ,0,لثم
زمر,زَمِرَ,0,زمر
سرح,سَرِحَ,0,سرح
فتل,فَتِلَ,0,فتل
لثغ,لَثِغَ,0,لثغ
فزع,فَزِعَ,0,فزع
فسح,فَسَحَ,0,فسح
فسخ,فَسَخَ,0,فسخ
شرم,شَرِمَ,0,شرم
فشل,فَشِلَ,0,فشل
رنق,رَنِقَ,0,رنق
فطن,فَطَنَ,0,فطن
فظع,فَظِعَ,0,فظع
فغر,فَغَرَ,0,فغر
دخن,دَخِنَ,0,دخخ
عقد,عَقَدَ,0,عقد
شفع,شَفَعَ,0,شفع
زرد,زَرِدَ,0,زرد
فقد,فَقَدَ,0,
خشب,خَشَبَ,1,خشب
حصر,حَصِرَ,0,حصر
فقع,فَقَعَ,0,فقع
فقه,فَقِهَ,0,فقق
لصق,لَصِقَ,1,لصق
قلص,قَلَصَ,0,قلص
قطف,قَطَفَ,1,قطف
دحس,دَحَسَ,0,دحس
فلح,فَلَحَ,0,فلح
رغم,رَغِمَ,0,رغم
فكه,فَكِهَ,0,فكك
غلق,غَلِقَ,0,غلق
فوق,فَوِقَ,1,
شفع,شَفَعَ,0,شفع
قفش,قَفَشَ,0,قفش
ربد,رَبِدَ,1,ربد
فند,فَنِدَ,0,فند
رطب,رَطِبَ,0,رطب
جرب,جَرِبَ,0,جرب
عصب,عَصَبَ,0,عصب
معد,مَعَدَ,0,معد
قرد,قَرِدَ,0,قرد
علم,عَلِمَ,0,علم
قبل,قَبِلَ,1,
قتم,قَتَمَ,0,قتم
قدح,قَدَحَ,0,قدح
قتر,قَتِرَ,0,قتر
قبض,قَبَضَ,0,قبض
بطر,بَطِرَ,0,بطر
تسع,تَسَعَ,0,تسع
قذع,قَذَعَ,0,قذع
فرس,فَرَسَ,0,فرس
قدر,قَدِرَ,0,قدر
فقس,فَقَسَ,0,فقس
هرد,هَرَدَ,0,هرد
عسل,عَسَلَ,0,عسل
قمع,قَمِعَ,0,قمع
قرش,قَرَشَ,1,قرش
نزغ,نَزَغَ,0,نزغ
قدم,قَدَمَ,0,قدم
قدم,قَدِمَ,0,قدم
يمن,يَمِنَ,0,يمن
دهم,دَهِمَ,0,دهم
شزر,شَزَرَ,0,شزر
برص,بَرِصَ,0,برص
كشف,كَشَفَ,0,كشف
طحل,طَحِلَ,0,طحل
دبق,دَبِقَ,1,دبق
محص,مَحَصَ,0,محص
خشع,خَشَعَ,0,خشع
كتل,كَتِلَ,0,كتل
ثلم,ثَلَمَ,0,ثلم
سرد,سَرِدَ,0,سرد
برص,بَرِصَ,0,برص
شهد,شَهِدَ,0,شهد
قرف,قَرَفَ,0,قرف
يفع,يَفَعَ,0,يفع
علن,عَلَنَ,0,علي
درن,دَرِنَ,0,ودر
جوق,جَوِقَ,1,جوق
زفر,زَفَرَ,1,زفر
رهل,رَهِلَ,0,رهل
دمع,دَمِعَ,0,دمع
سغب,سَغِبَ,0,سغب
عرق,عَرَقَ,1,عرق
حبض,حَبَضَ,0,حبض
جفل,جَفَلَ,0,جفل
خسف,خَسَفَ,0,خسف
لغط,لَغَطَ,0,لغط
عطل,عَطِلَ,1,عطل
ينع,يَنَعَ,0,ينع
هضم,هَضِمَ,0,هضم
حطم,حَطِمَ,0,حطم
خضب,خَضَبَ,0,خضب
بدل,بَدِلَ,0,بدل
حسب,حَسِبَ,0,
يبس,يَبِسَ,0,يبس
قصم,قَصِمَ,0,قصم
قصب,قَصَبَ,0,قصب
قصف,قَصَفَ,0,قصف
مرح,مَرِحَ,0,مرح
زرق,زَرَقَ,0,زرق
دعب,دَعَبَ,0,دعب
قذف,قَذَفَ,0,قذف
دبق,دَبَقَ,1,دبق
درب,دَرِبَ,1,درب
فقم,فَقِمَ,0,فقم
سحن,سَحَنَ,0,سحح
رغد,رَغِدَ,0,رغد
قصع,قَصَعَ,1,قصع
هدج,هَدَجَ,0,هدج
دبل,دَبِلَ,0,دبل
ختر,خَتِرَ,0,ختر
قفص,قَفَصَ,0,قفص
سفد,سَفِدَ,0,سفد
نقب,نَقِبَ,0,نقب
قشع,قَشِعَ,0,قشع
بلد,بَلِدَ,0,بلد
قلق,قَلِقَ,0,قلق
نصف,نَصَفَ,0,نصف
عذب,عَذَبَ,0,عذب
قطع,قَطَعَ,0,قطع
زعف,زَعَفَ,0,زعف
سفر,سَفَرَ,1,سفر
ضحك,ضَحِكَ,0,ضحو
قرد,قَرَدَ,0,قرد
فرك,فَرِكَ,0,فرو;فري
زحر,زَحَرَ,0,زحر
نطف,نَطِفَ,0,نطف
قلب,قَلَبَ,0,قلب
قطن,قَطِنَ,0,قطط
يتن,يَتَنَ,0,يتن
عمر,عَمَرَ,0,عمر
فرع,فَرَعَ,0,فرع
فرط,فَرَطَ,0,فرط
فرع,فَرَعَ,0,فرع
فرغ,فَرَغَ,0,فرغ
دعق,دَعَقَ,0,دعق
كذب,كَذَبَ,0,كذب
عزف,عَزَفَ,0,عزف
عقم,عَقَمَ,0,عقم
فصد,فَصَدَ,0,فصد
ندب,نَدِبَ,0,ندب
ضلع,ضَلِعَ,0,ضلع
قشط,قَشَطَ,0,قشط
قعس,قَعِسَ,0,قعس
عرج,عَرِجَ,0,عرج
دعر,دَعَرَ,0,دعر
حرس,حَرِسَ,0,حرس
دهق,دَهَقَ,1,دهق
زفر,زَفَرَ,1,زفر
شنق,شَنِقَ,0,شنق
رشف,رَشِفَ,0,رشف
ثلب,ثَلِبَ,0,ثلب
عطر,عَطِرَ,0,عطر
قسط,قَسَطَ,0,قسط
عوج,عَوِجَ,0,عوج
قسط,قَسَطَ,0,قسط
زهر,زَهِرَ,1,زهر
صنم,صَنِمَ,0,صنم
نهج,نَهَجَ,0,نهج
سبح,سَبَحَ,0,سبح
لزم,لَزِمَ,0,لزم
رجع,رَجَعَ,0,
لعق,لَعِقَ,0,لعق
مته,مَتَهَ,0,مته
دعب,دَعِبَ,0,دعب
لزق,لَزِقَ,0,لزق
لعب,لَعِبَ,0,لعب
حمد,حَمِدَ,0,حمد
عمه,عَمِهَ,0,عمي
لعن,لَعَنَ,0,لوع
ذعن,ذَعِنَ,0,وذع
لعب,لَعَبَ,0,لعب
غسق,غَسَقَ,0,غسق
لبب,لَبِبَ,0,لبب
نقع,نَقَعَ,0,نقع
ثلج,ثَلِجَ,0,ثلج
كمش,كَمِشَ,0,كمش
كرع,كَرَعَ,0,كرع
كوع,كَوِعَ,0,كوع
زحف,زَحَفَ,0,زحف
لحس,لَحِسَ,0,لحس
محض,مَحَضَ,0,محض
لوث,لَوِثَ,0,لوث
لهف,لَهِفَ,0,لهف
لهج,لَهِجَ,0,لهج
عنت,عَنِتَ,0,عني
سمت,سَمَتَ,0,سمو
عنس,عَنَسَ,0,عنس
عنس,عَنِسَ,0,عنس
عنق,عَنِقَ,0,عنق
هلع,هَلِعَ,0,هلع
لقح,لَقِحَ,0,لقح
قلف,قَلَفَ,0,قلف
عذر,عَذَرَ,1,عذر
عقف,عَقَفَ,0,عقف
طرز,طَرِزَ,1,طرز
غدر,غَدِرَ,0,غدر
ضبط,ضَبِطَ,0,ضبط
هوس,هَوِسَ,0,هوس
لحق,لَحِقَ,0,لحق
لحم,لَحِمَ,0,لحم
شعف,شَعَفَ,1,شعف
هذر,هَذِرَ,0,هذر
لحظ,لَحَظَ,0,لحظ
لحن,لَحَنَ,0,لحح
نضح,نَضَحَ,0,نضح
حنش,حَنَشَ,1,حنش
لذع,لَذَعَ,0,لذع
لحم,لَحَمَ,0,لحم
لزب,لَزِبَ,0,لزب
حرض,حَرِضَ,0,حرض
غرس,غَرَسَ,0,غرس
مرع,مَرِعَ,0,مرع
مسح,مَسَحَ,0,مسح
عهر,عَهَرَ,1,عهر
فطس,فَطِسَ,0,فطس
دغم,دَغَمَ,0,دغم
سهب,سَهَبَ,1,سهب
مرض,مَرِضَ,0,مرض
لكع,لَكَعَ,0,لكع
خلع,خَلَعَ,0,خلع
مرج,مَرِجَ,0,مرج
مرس,مَرِسَ,0,مرس
معز,مَعِزَ,0,معز
معد,مَعَدَ,0,معد
فقس,فَقَسَ,0,فقس
مخض,مَخِضَ,0,مخض
مته,مَتِهَ,0,مته
كشح,كَشَحَ,0,كشح
حزن,حَزِنَ,0,حزز
مرغ,مَرَغَ,0,مرغ
مذر,مَذِرَ,0,مذر
حقل,حَقِلَ,1,حقل
مزح,مَزَحَ,0,مزح
مرق,مَرِقَ,0,مرق
زحم,زَحَمَ,0,زحم
لقم,لَقِمَ,0,لقم
كمد,كَمَدَ,0,كمد
لفع,لَفَعَ,0,لفع
خفض,خَفَضَ,0,خفض
فرق,فَرِقَ,0,فرق
كلم,كَلَمَ,1,كلم
لفظ,لَفَظَ,0,لفظ
كلب,كَلِبَ,1,كلب
يسر,يَسَرَ,0,يسر
لفت,لَفَتَ,0,لفف
عزر,عَزَرَ,0,غزر
شعب,شَعَبَ,0,شعب
شهق,شَهِقَ,0,شهق
خلس,خَلَسَ,0,خلس
لبس,لَبَسَ,0,لبس
لبك,لَبِكَ,0,لبي
لبط,لَبَطَ,1,لبط
لبق,لَبِقَ,0,لبق
لبد,لَبَدَ,0,لبد
سخر,سَخِرَ,0,سخر
لحد,لَحَدَ,0,لحد
ملق,مَلَقَ,0,ملق
لجب,لَجِبَ,1,لجب
نعظ,نَعَظَ,0,نعظ
لفق,لَفَقَ,0,لفق
خمد,خَمِدَ,0,خمد
نغق,نَغَقَ,0,نغق
نشب,نَشِبَ,0,نشب
قفز,قَفَزَ,0,قفز
عرب,عَرِبَ,0,عرب
جعب,جَعَبَ,0,جعب
قبل,قَبِلَ,1,
عقل,عَقِلَ,0,عقل
قلد,قَلَدَ,0,قلد
عجل,عَجِلَ,0,عجل
عرض,عَرَضَ,1,عرض
خصب,خَصِبَ,0,خصب
عزم,عَزَمَ,0,عز م
نهج,نَهَجَ,0,نهج
قطم,قَطَمَ,0,قطم
طمح,طَمَحَ,0,طمح
نغب,نَغَبَ,0,نغب
شلح,شَلَحَ,0,شلح
عصف,عَصَفَ,0,عصف
ظلم,ظَلَمَ,0,ظلم
عرب,عَرَبَ,0,عرب
شخر,شَخَرَ,0,شخر
قمن,قَمِنَ,0,قمم
عدن,عَدَنَ,0,عدو
صور,صَوِرَ,1,صور
عصم,عَصِمَ,1,عصم
شغل,شَغَلَ,0,شغل
عفس,عَفَسَ,0,عفس
طنف,طَنِفَ,0,طنف
قسر,قَسَرَ,0,قسر
ملح,مَلَحَ,0,ملح
هبر,هَبِرَ,0,هبر
عفر,عَفَرَ,0,عفر
عفر,عَفِرَ,0,عفر
سجس,سَجِسَ,0,سجس
قعر,قَعَرَ,0,قعر
عقب,عَقَبَ,1,عقب
عقر,عَقَرَ,0,عقر
غنم,غَنِمَ,0,غنم
سلم,سَلَمَ,1,سلم
قطب,قَطَبَ,0,قطب
بكم,بَكَمَ,0,
جذب,جَذَبَ,0,جذب
قطب,قَطَبَ,0,قطب
تعب,تَعِبَ,0,تعب
عصف,عَصَفَ,0,عصف
عطب,عَطِبَ,1,عطب
علف,عَلَفَ,1,علف
عقم,عَقِمَ,0,عقم
عكر,عَكِرَ,0,عكر
نغر,نَغَرَ,0,نغر
غطف,غَطِفَ,0,غطف
غفر,غَفَرَ,0,غفر
غضر,غَضِرَ,0,غضر
عمر,عَمِرَ,0,عمر
جرم,جَرَمَ,1,جرم
غطش,غَطِشَ,0,غطش
حلق,حَلَقَ,0,حلق
غلظ,غَلَظَ,0,غلظ
جزم,جَزَمَ,0,جزم
مرع,مَرَعَ,0,مرع
جزع,جَزَعَ,0,جزع
لمع,لَمَعَ,0,لمع
نفط,نَفَطَ,0,نفط
دكن,دَكِنَ,0,دكك
لكع,لَكِعَ,0,لكع
علق,عَلِقَ,0,
خشف,خَشَفَ,0,خشف
لمح,لَمَحَ,0,لمح
عمد,عَمَدَ,1,عمد
لهث,لَهَثَ,0,لهث
هزل,هَزَلَ,0,هزل
عمه,عَمَهَ,0,عمي
علن,عَلَنَ,0,علي
عمر,عَمَرَ,0,عمر
عمش,عَمِشَ,0,عمش
غرف,غَرَفَ,0,غرف
غرم,غَرِمَ,0,غرم
غزل,غَزَلَ,0,غزل
غزل,غَزِلَ,0,غزل
بغم,بَغَمَ,0,بغم
هطل,هَطَلَ,0,هطل
ضغن,ضَغِنَ,0,ضغن
خطف,خَطَفَ,0,خطف
حرم,حَرِمَ,0,حرم
سفر,سَفَرَ,1,سفر
عسر,عَسِرَ,0,عسر
عسل,عَسَلَ,0,عسل
فكر,فَكَرَ,0,فكر
غدق,غَدِقَ,0,غدق
قعر,قَعَرَ,0,قعر
حرق,حَرِقَ,0,حرق
غفر,غَفِرَ,0,غفر
غطش,غَطَشَ,0,غطش
غفق,غَفَقَ,0,غفق
نجد,نَجِدَ,0,نجد
نعل,نَعِلَ,0,نعل
غرض,غَرِضَ,1,غرض
رفل,رَفِلَ,0,رفل
غرض,غَرَضَ,1,غرض
نزع,نَزَعَ,0,نزع
قحم,قَحَمَ,0,قحم
نزف,نَزَفَ,0,نزف
نزل,نَزِلَ,0,نزل
نزع,نَزَعَ,0,نزع
ضمن,ضَمِنَ,0,
نفر,نَفَرَ,0,نفر
نزل,نَزَلَ,0,نزل
دعث,دَعَثَ,0,دعث
خضع,خَضَعَ,0,خضع
رفق,رَفِقَ,0,رفق
نزه,نَزِهَ,0,نزه
نزق,نَزَقَ,0,نزق
نخع,نَخَعَ,1,نخع
عبق,عَبِقَ,0,عبق
ملس,مَلِسَ,0,ملس
صفر,صَفَرَ,1,صفر
معن,مَعِنَ,0,معع
شحذ,شَحَذَ,0,شحذ
سلط,سَلِطَ,0,سلط
ملص,مَلِصَ,0,ملص
قشر,قَشِرَ,0,قشر
برع,بَرَعَ,0,برع
مهد,مَهَدَ,0,مهد
رفع,رَفَعَ,0,رفع
صبح,صَبَحَ,0,صبح
قنع,قَنَعَ,0,قنع
هرش,هَرَشَ,0,هرش
هرع,هَرَعَ,0,هرع
نحل,نَحَلَ,0,نحل
نحم,نَحَمَ,0,نحم
عهر,عَهِرَ,1,عهر
هزر,هَزَرَ,0,هزر
هدن,هَدَنَ,0,هدي
نقر,نَقِرَ,0,نقر
شهر,شَهَرَ,0,
هرس,هَرَسَ,0,هرس
هرف,هَرَفَ,0,هرف
حدق,حَدَقَ,1,حدق
عوج,عَوِجَ,0,عوج
نجز,نَجِزَ,0,نجز
شرس,شَرِسَ,0,شرس
نحر,نَحَرَ,0,نحر
شعل,شَعِلَ,1,شعل
نزل,نَزَلَ,0,نزل
روع,رَوِعَ,0,روع
بهظ,بَهَظَ,0,بهظ
نخم,نَخِمَ,0,نخم
سوس,سَوِسَ,1,سوس
كبد,كَبِدَ,0,كبد
فلح,فَلَحَ,0,فلح
نده,نَدَهَ,0,ندو
هصر,هَصَرَ,0,هصر
شعب,شَعِبَ,0,شعب
فطن,فَطِنَ,0,فطن
هلك,هَلَكَ,0,هيل
كره,كَرِهَ,0,كرر
متح,مَتَحَ,0,متح
نطع,نَطَعَ,0,نطع
همل,هَمَلَ,0,همل
ميل,مَيِلَ,0,ميل
خطم,خَطَمَ,1,خطم
صرح,صَرَحَ,0,صرح
نعت,نَعَتَ,0,نعع
نشق,نَشِقَ,0,نشق
سرق,سَرَقَ,0,سرق
نغر,نَغِرَ,0,نغر
ظهر,ظَهَرَ,0,ظهر
سبق,سَبَقَ,0,سبق
خدع,خَدَعَ,0,خدع
نشط,نَشِطَ,0,نشط
فلت,فَلَتَ,0,فلي
نفد,نَفِدَ,0,نفد
كسب,كَسَبَ,0,كسب
جسد,جَسِدَ,1,جسد
طعن,طَعَنَ,0,طعع
خثر,خَثِرَ,0,خثر
لبس,لَبِسَ,0,لبس
لسن,لَسَنَ,0,
ندل,نَدِلَ,0,ندل
نبح,نَبَحَ,0,بوح
نبس,نَبَسَ,0,نبس
سهر,سَهِرَ,0,سهر
شهل,شَهِلَ,0,شهل
مكس,مَكَسَ,0,مكس
ذرب,ذَرِبَ,0,ذرب
شده,شَدَهَ,0,شدد
حلس,حَلِسَ,1,حلس
نتح,نَتَحَ,0,تيح
ضمخ,ضَمَخَ,0,ضمخ
كسر,كَسَرَ,1,كسر
نكه,نَكِهَ,0,نيك
سخن,سَخِنَ,0,سخخ
جرز,جَرِزَ,1,جرز
قحف,قَحَفَ,1,قحف
مغص,مَغِصَ,0,مغص
نبر,نَبَرَ,0,نبر
كنف,كَنَفَ,0,كنف
كرم,كَرَمَ,0,كرم
هزل,هَزِلَ,0,هزل
نهج,نَهِجَ,0,نهج
نبذ,نَبَذَ,0,نبذ
دغل,دَغَلَ,1,دغل
نقع,نَقَعَ,0,نقع
نقه,نَقِهَ,0,نقو
نطق,نَطَقَ,0,نطق
غضب,غَضِبَ,0,غضب
يقظ,يَقِظَ,0,يقظ
عرس,عَرِسَ,1,عرس
حصف,حَصَفَ,0,حصف
زرف,زَرَفَ,0,زرف
هرس,هَرِسَ,0,هرس
فحم,فَحَمَ,0,
ملق,مَلِقَ,0,ملق
نكل,نَكِلَ,0,نكل
هبش,هَبَشَ,0,هبش
شحن,شَحِنَ,0,شحح
قهر,قَهَرَ,0,قهر
سرط,سَرِطَ,0,سرط
نمش,نَمِشَ,0,نمش
بدع,بَدَعَ,1,بدع
شهد,شَهِدَ,0,شهد
نحف,نَحِفَ,0,نحف
نقد,نَقِدَ,0,نقد
دنس,دَنِسَ,0,دنس
نهب,نَهَبَ,0,نهب
نفر,نَفَرَ,0,نفر
دمع,دَمَعَ,0,دمع
ركب,رَكِبَ,0,ركب
فرض,فَرَضَ,0,فرض
هجس,هَجَسَ,0,هجس
حقد,حَقَدَ,0,حقد
نهز,نَهَزَ,0,نهز
نهق,نَهَقَ,0,نهق
نهم,نَهَمَ,0,نهم
رهن,رَهَنَ,0,وره
نهد,نَهَدَ,0,نهد
نهد,نَهَدَ,0,نهد
زجل,زَجِلَ,0,زجل
هتر,هَتَرَ,0,هتر
فتح,فَتَحَ,0,فتح
هبل,هَبِلَ,0,هبل
جهد,جَهِدَ,0,جهد
هتف,هَتَفَ,0,هتف
عذر,عَذَرَ,1,عذر
خلط,خَلَطَ,0,خلط
كبد,كَبَدَ,0,كبد
سقم,سَقِمَ,0,سقم
عجز,عَجَزَ,0,عجز
هتك,هَتَكَ,0,هتت
عوص,عَوِصَ,0,عوص
هجع,هَجَعَ,0,هجع
هرب,هَرِبَ,0,هرب
منع,مَنَعَ,0,منع
هوش,هَوِشَ,0,هوش
طلح,طَلَحَ,0,طلح
هرج,هَرَجَ,0,هرج
لجن,لَجِنَ,1,لجج
قذر,قَذِرَ,0,قذر
قرع,قَرَعَ,0,قرع
يسر,يَسَرَ,0,يسر
نقذ,نَقِذَ,0,نقذ
وعك,وَعَكَ,0,وعي
لقح,لَقَحَ,0,لقح
هوج,هَوِجَ,0,هوج
همع,هَمَعَ,0,همع
بهت,بَهِتَ,0,بهه
شحط,شَحَطَ,0,شحط
هدل,هَدَلَ,0,هدل
هرق,هَرَقَ,0,هرق
هرم,هَرِمَ,0,هرم
حقر,حَقَرَ,0,حقر
هدج,هَدَجَ,0,هدج
جرح,جَرِحَ,0,جرح
هرب,هَرَبَ,0,هرب
لسع,لَسَعَ,0,لسع
هدب,هَدِبَ,0,هدب
رغب,رَغِبَ,0,رغب
هفت,هَفَتَ,0,هفف
نزه,نَزَهَ,0,نزه
همر,هَمَرَ,0,همر
رجع,رَجَعَ,0,
حبض,حَبِضَ,0,حبض
نبض,نَبَضَ,0,بضض
نكر,نَكِرَ,0,نكر
خدل,خَدِلَ,0,خدل
مرغ,مَرِغَ,0,مرغ
رفع,رَفَعَ,0,رفع
نمر,نَمِرَ,0,نمر
زلع,زَلِعَ,0,زلع
غمس,غَمَسَ,0,غمس
حول,حَوِلَ,0,
عدل,عَدَلَ,0,عدل
جمح,جَمَحَ,0,
غمض,غَمُضَ,0,غمض
طفق,طَفِقَ,0,
يتم,يَتِمَ,0,يتم
ربع,رَبَعَ,0,ربع
هزم,هَزَمَ,0,هزم
عرف,عَرَفَ,0,عرف
زند,زَنِدَ,0,زند
جرم,جَرَمَ,1,جرم
هضل,هَضَلَ,0,هضل
خرد,خَرِدَ,1,خرد
عصر,عَصَرَ,1,عصر
قطع,قَطَعَ,0,قطع
عتل,عَتِلَ,0,عتل
حشم,حَشِمَ,0,حشم
فعل,فَعَلَ,0,
خصف,خَصَفَ,0,خصف
حرز,حَرِزَ,0,حرز
بغض,بَغَضَ,0,بغض
غلط,غَلِطَ,0,غلط
شرع,شَرَعَ,0,
صحر,صَحِرَ,0,صحر
زلق,زَلِقَ,0,زلق
نسف,نَسَفَ,0,نسف
بضع,بَضَعَ,0,
عفن,عَفِنَ,0,عفو
بعث,بَعَثَ,1,بعث
عسف,عَسَفَ,0,عسف
صدغ,صَدَغَ,1,صدغ
فلق,فَلَقَ,0,فلق
فصل,فَصَلَ,0,فصل
علج,عَلِجَ,0,علج
نسم,نَسِمَ,0,نسم
همش,هَمَشَ,0,همش
بلع,بَلَعَ,0,بلع
شدق,شَدِقَ,1,شدق
غطس,غَطَسَ,0,غطس
ثكل,ثَكِلَ,0,ثكل
ذهل,ذَهَلَ,0,ذهل
رشد,رَشِدَ,0,رشد
زحر,زَحَرَ,0,زحر
شرك,شَرِكَ,0,شري
سود,سَوِدَ,0,سود
منح,مَنَحَ,0,منح
كرع,كَرَعَ,0,كرع
صرف,صَرَفَ,0,صرف
رحم,رَحِمَ,1,رحم
غرق,غَرِقَ,0,غرق
تعس,تَعِسَ,0,تعس
بقع,بَقِعَ,0,بقع
سجع,سَجَعَ,0,سجع
لحق,لَحِقَ,0,لحق
عبس,عَبَسَ,0,عبس
فلس,فَلِسَ,1,فلس
لبن,لَبِنَ,0,لبي
خوص,خَوِصَ,1,خوص
عند,عَنَدَ,0,
حذق,حَذِقَ,0,حذق
نسح,نَسَحَ,0,نسح
